RegionType,RegionName,StateName,MSAName,AllHomes_Tier1,AllHomes_Tier2,AllHomes_Tier3,AllHomes_AllTiers,UWHomes_Tier1,UWHomes_Tier2,UWHomes_Tier3,UWHomes_AllTiers,UWHomes_TotalValue_Tier1,UWHomes_TotalValue_Tier2,UWHomes_TotalValue_Tier3,UWHomes_TotalValue_AllTiers,UWHomes_MedianValue_AllTiers,AllHomes_Tier1_ShareUW,AllHomes_Tier2_ShareUW,AllHomes_Tier3_ShareUW,AllHomes_AllTiers_ShareUW,UWHomes_ShareInTier1,UWHomes_ShareInTier2,UWHomes_ShareInTier3
County,Saint Martin,Louisiana,NA,6507,5886,2127,14520,96,163,278,537,11117013,23004941,62535597,96657551,150203,0.014753343,0.02769283,0.130700517,0.036983471,0.17877095,0.303538175,0.517690875
County,San Patricio,Texas,NA,7751,7566,7391,22708,123,173,175,471,11947626,25172989,61139549,98260164,150745,0.01586892,0.022865451,0.023677446,0.020741589,0.261146497,0.367303609,0.371549894
County,Suffolk City,Virginia,NA,9631,9571,9613,28815,20,74,347,441,3098514,16697765,169679105,189475384,334205,0.002076628,0.007731689,0.036096952,0.015304529,0.045351474,0.167800454,0.786848073
County,Isle of Wight,Virginia,NA,4362,4659,4544,13565,30,50,230,310,4792649,12284829,104292470,121369948,367444.5,0.006877579,0.010731917,0.050616197,0.02285293,0.096774194,0.161290323,0.741935484
County,Poquoson City,Virginia,NA,1399,1409,1410,4218,1119,1010,1003,3132,224504938,312039472,502997017,1039541427,304557,0.799857041,0.71682044,0.711347518,0.742532006,0.357279693,0.32247765,0.320242656
County,Saint Bernard,Louisiana,NA,3312,3282,3285,9879,9,22,91,122,762337,2627924,18093771,21484032,158608,0.002717391,0.00670323,0.027701674,0.012349428,0.073770492,0.180327869,0.745901639
County,Saint Charles,Louisiana,NA,4139,4468,4857,13464,1328,1720,1875,4923,211200638,363592852,577494107,1152287597,220687,0.320850447,0.384959714,0.386040766,0.365641711,0.269754215,0.349380459,0.380865326
County,Saint Tammany,Louisiana,NA,32808,30189,31534,94531,4780,2567,3049,10396,587732436,512161129,1250758984,2350652549,164814.5,0.145696172,0.085030972,0.096689288,0.109974506,0.459792228,0.246921893,0.293285879
County,Santa Barbara,California,NA,30795,30906,40837,102538,168,98,128,394,107774618,80674976,439665891,628115485,756423,0.005455431,0.003170905,0.003134412,0.003842478,0.426395939,0.248730964,0.324873096
County,Baltimore City,Maryland,NA,67258,66634,65490,199382,0,10,903,913,0,1555784,349217731,350773515,267271,0,1.50E-04,0.013788365,0.00457915,0,0.010952903,0.989047097
County,Northumberland,Virginia,NA,989,1082,1225,3296,15,64,81,160,2905217,17061879,37101882,57068978,301356,0.015166835,0.059149723,0.066122449,0.048543689,0.09375,0.4,0.50625
County,Chesapeake City,Virginia,NA,24388,24609,24639,73636,1394,1811,1463,4668,235423643,475169235,730266142,1440859020,259349,0.057159259,0.073590963,0.05937741,0.063392906,0.298628963,0.387960583,0.313410454
County,Jefferson Davis,Louisiana,NA,3127,2855,2151,8133,81,65,135,281,5275361,7209031,32401094,44885486,129317,0.025903422,0.022767075,0.062761506,0.034550596,0.288256228,0.231316726,0.480427046
County,Portsmouth City,Virginia,NA,9306,9253,9232,27791,439,330,654,1423,46045025,49943015,187039916,283027956,166858,0.047173866,0.035664109,0.070840555,0.051203627,0.308503162,0.231904427,0.45959241
County,Newport News City,Virginia,NA,15879,15650,15549,47078,373,70,258,701,39890943,13707223,128017726,181615892,140777,0.023490144,0.004472843,0.016592707,0.014890182,0.532097004,0.099857347,0.368045649
County,Saint John the Baptist,Louisiana,NA,4261,4125,3672,12058,1253,1299,2022,4574,115331501,171570029,390271153,677172683,146405,0.294062427,0.314909091,0.550653595,0.379333223,0.273939659,0.283996502,0.442063839
County,Virginia Beach City,Virginia,NA,47407,47263,47331,142001,3193,2830,5796,11819,549493269,762210087,3256604345,4568307701,314858,0.067352923,0.059877706,0.122456741,0.083231808,0.27015822,0.239444962,0.490396819
MSA,"Aberdeen, WA",Washington,"Aberdeen, WA",11606,11751,11749,35106,4119,2450,770,7339,329665947,276081478,173411345,779158770,88327,0.354902637,0.208492894,0.065537493,0.209052584,0.561248126,0.333832947,0.104918926
MSA,"Astoria, OR",Oregon,"Astoria, OR",4745,5228,5568,15541,811,376,225,1412,169161798,101516291,91382311,362060400,237912,0.170916754,0.071920428,0.040409483,0.090856444,0.574362606,0.266288952,0.159348442
MSA,"Egg Harbor Township, NJ",New Jersey,"Egg Harbor Township, NJ",34185,34117,34088,102390,9116,9575,8597,27288,1839973395,2889689639,5576645885,10306308919,264441,0.266666667,0.280651874,0.252200188,0.266510401,0.334066256,0.350886837,0.315046907
MSA,"Baltimore, MD",Maryland,"Baltimore, MD",298318,312603,316502,927423,2293,2910,6919,12122,539033324,915812948,3698818080,5153664352,336801,0.007686429,0.009308932,0.021860841,0.013070627,0.189160205,0.240059396,0.570780399
MSA,"East Falmouth, MA",Massachusetts,"East Falmouth, MA",45345,45358,45258,135961,1651,1395,3304,6350,441589254,701725378,4205784336,5349098968,588650,0.036409747,0.030755324,0.073003668,0.04670457,0.26,0.219685039,0.520314961
MSA,"Baton Rouge, LA",Louisiana,"Baton Rouge, LA",78815,79581,78731,237127,2214,1904,1960,6078,329549313,350841699,539256647,1219647659,180953.5,0.028091099,0.023925309,0.024894895,0.025631834,0.364264561,0.313260941,0.322474498
MSA,"Bay City, TX",Texas,"Bay City, TX",4161,4252,4030,12443,195,351,434,980,20627528,58280631,117573824,196481983,179753.5,0.046863735,0.082549389,0.107692308,0.078759142,0.198979592,0.358163265,0.442857143
MSA,"Beaumont, TX",Texas,"Beaumont, TX",49842,47829,44616,142287,1182,1043,817,3042,73114872,105106774,146684992,324906638,83413,0.023714939,0.021806854,0.018311816,0.021379325,0.388560158,0.342866535,0.268573307
MSA,"Bellingham, WA",Washington,"Bellingham, WA",29239,30413,30956,90608,2033,812,1247,4092,277373356,206990203,700072400,1184435959,211919,0.069530422,0.026699109,0.040282982,0.045161575,0.496823069,0.198435973,0.304740958
MSA,"Boston, MA",Massachusetts,"Boston, MA",409592,409966,410140,1229698,15948,15210,21536,52694,5591986466,8560448254,28514526942,42666961662,570168,0.038936307,0.037100638,0.052508899,0.042851172,0.302653053,0.288647664,0.408699283
MSA,"Bremerton, WA",Washington,"Bremerton, WA",27865,27856,28119,83840,206,245,2106,2557,64568527,134453688,2076948239,2275970454,708642,0.007392787,0.008795233,0.074895978,0.030498569,0.08056316,0.095815409,0.823621431
MSA,"Bridgeport, CT",Connecticut,"Bridgeport, CT",84535,84952,85028,254515,2326,1895,3475,7696,560871962,1210409786,6041230516,7812512264,593282.5,0.02751523,0.022306714,0.04086889,0.030237903,0.302234927,0.246231809,0.451533264
MSA,"Brownsville, TX",Texas,"Brownsville, TX",47084,37642,35503,120229,1621,1430,1223,4274,204803127,299431582,532702026,1036936735,171088.5,0.034427831,0.03798948,0.034447793,0.035548828,0.379270005,0.334581189,0.286148807
MSA,"Brunswick, GA",Georgia,"Brunswick, GA",14827,14885,15532,45244,2532,2924,4670,10126,579967241,1273700994,3395778793,5249447028,291962.5,0.170769542,0.196439368,0.300669585,0.223808682,0.250049378,0.288761604,0.461189018
MSA,"Cambridge, MD",Maryland,"Cambridge, MD",6193,6251,6118,18562,757,1119,2145,4021,85301703,182531950,739258219,1007091872,208306,0.122234781,0.179011358,0.350604773,0.216625364,0.188261626,0.278288983,0.533449391
MSA,"Fort Myers, FL",Florida,"Fort Myers, FL",106331,106576,106924,319831,17339,14787,21199,53325,3510683061,5538566638,16304273276,25353522975,327242,0.163066274,0.138746059,0.198262317,0.166728679,0.325157056,0.277299578,0.397543366
MSA,"Charleston, SC",South Carolina,"Charleston, SC",78989,80541,78623,238153,8745,10315,17740,36800,2720157126,5375563394,18491304232,26587024752,516663,0.110711618,0.128071417,0.22563372,0.154522513,0.23763587,0.280298913,0.482065217
MSA,"Coos Bay, OR",Oregon,"Coos Bay, OR",6590,6598,6609,19797,180,127,167,474,23494389,23937672,49465458,96897519,181966.5,0.027314112,0.019248257,0.025268573,0.023943022,0.379746835,0.267932489,0.352320675
MSA,"Corpus Christi, TX",Texas,"Corpus Christi, TX",48395,48091,47165,143651,2436,2841,4889,10166,296201577,588187551,2161012761,3045401889,229831,0.050335778,0.059075503,0.103657373,0.070768738,0.23962227,0.279460948,0.480916781
MSA,"Fairhope, AL",Alabama,"Fairhope, AL",25460,25472,25459,76391,1344,1582,3324,6250,231533311,438077007,2024641742,2694252060,357251,0.052788688,0.062107412,0.130562866,0.081815921,0.21504,0.25312,0.53184
MSA,"Palm Coast, FL",Florida,"Palm Coast, FL",79385,79668,83685,242738,9281,6558,9210,25049,1068286347,1279693515,4231855116,6579834978,186800,0.116911255,0.082316614,0.110055566,0.103193567,0.370513793,0.261806859,0.367679348
MSA,"Dover, DE",Delaware,"Dover, DE",27102,33612,25169,85883,801,451,353,1605,87967191,73929649,126144656,288041496,131933,0.029555014,0.013417827,0.01402519,0.018688215,0.499065421,0.280996885,0.219937695
MSA,"Easton, MD",Maryland,"Easton, MD",5846,5832,5847,17525,413,542,934,1889,107377478,259741016,1089839524,1456958018,551749,0.070646596,0.092935528,0.159740038,0.107788873,0.218634198,0.286924299,0.494441503
MSA,"Elizabeth City, NC",North Carolina,"Elizabeth City, NC",5887,5882,5868,17637,2198,1364,1663,5225,197316555,207537717,478482691,883336963,138246,0.373365042,0.231893914,0.2834015,0.296252197,0.420669856,0.261052632,0.318277512
MSA,"Eureka, CA",California,"Eureka, CA",12176,12169,12098,36443,247,224,95,566,54360124,62974813,35176621,152511558,256191.5,0.020285808,0.018407429,0.007852538,0.015531103,0.43639576,0.395759717,0.167844523
MSA,"Georgetown, SC",South Carolina,"Georgetown, SC",8366,8805,10229,27400,538,790,3541,4869,81630124,198142598,2515478417,2795251139,524142,0.064307913,0.089721749,0.346172646,0.17770073,0.110494968,0.162250976,0.727254056
MSA,"Greenville, NC",North Carolina,"Greenville, NC",22042,19844,18836,60722,71,34,23,128,6492558,4484984,6786239,17763781,99179.5,0.003221123,0.001713364,0.001221066,0.002107967,0.5546875,0.265625,0.1796875
MSA,"Gulfport, MS",Mississippi,"Gulfport, MS",40237,39795,39628,119660,1382,1618,2323,5323,97948864,185605914,601806048,885360826,129376,0.034346497,0.040658374,0.058620168,0.044484372,0.259628029,0.30396393,0.436408041
MSA,"Hammond, LA",Louisiana,"Hammond, LA",9324,9122,9594,28040,60,46,47,153,7604599,7417021,11271378,26292998,155842,0.006435006,0.005042754,0.004898895,0.005456491,0.392156863,0.300653595,0.307189542
MSA,"Hartford, CT",Connecticut,"Hartford, CT",111760,112036,112404,336200,788,519,1013,2320,187004196,183399286,779302534,1149706016,371678.5,0.007050823,0.00463244,0.009012135,0.006900654,0.339655172,0.223706897,0.436637931
MSA,"Hilo, HI",Hawaii,"Hilo, HI",19608,19781,20822,60211,50,78,191,319,20044507,49418336,275022230,344485073,480776,0.00254998,0.003943178,0.00917299,0.005298035,0.156739812,0.244514107,0.598746082
MSA,"Bluffton, SC",South Carolina,"Bluffton, SC",26121,29443,30044,85608,6660,5678,9299,21637,1256310633,2065068144,8407597061,11728975838,378187,0.254967268,0.192847196,0.309512715,0.252745071,0.307806073,0.262420853,0.429773074
MSA,"Hinesville, GA",Georgia,"Hinesville, GA",6659,6593,5510,18762,141,237,58,436,15482909,40440663,17710188,73633760,148840.5,0.021174351,0.035947217,0.010526316,0.023238461,0.323394495,0.543577982,0.133027523
MSA,"Inverness, FL",Florida,"Inverness, FL",23741,24273,23773,71787,1488,1569,3004,6061,100297812,208912010,1036095048,1345304870,173041,0.062676383,0.064639723,0.126361839,0.084430329,0.245504042,0.258868174,0.495627784
MSA,"Houma, LA",Louisiana,"Houma, LA",20934,20839,20809,62582,11427,10471,11496,33394,1102927304,1492493827,2884533250,5479954381,139836,0.545858412,0.502471328,0.552453265,0.533603912,0.342187219,0.313559322,0.344253459
MSA,"Houston, TX",Texas,"Houston, TX",574971,671162,535743,1781876,7220,7226,9236,23682,974523623,1512028776,4094027025,6580579424,219237.5,0.012557155,0.010766402,0.017239609,0.013290487,0.304872899,0.305126256,0.390000845
MSA,"Jacksonville, FL",Florida,"Jacksonville, FL",161060,162964,163667,487691,9717,10353,17392,37462,1524957756,3249140285,10351092092,15125190133,306025.5,0.060331553,0.063529368,0.106264549,0.076815032,0.259382841,0.276360045,0.464257114
MSA,"Jacksonville, NC",North Carolina,"Jacksonville, NC",17623,19413,17989,55025,792,1123,1499,3414,117447985,274693033,637026920,1029167938,264070.5,0.04494127,0.057847834,0.083328701,0.062044525,0.23198594,0.32893966,0.4390744
MSA,"Wailuku, HI",Hawaii,"Wailuku, HI",17581,17538,19929,55048,396,439,324,1159,105264368,214124568,277843038,597231974,389965,0.022524316,0.02503136,0.016257715,0.021054353,0.341673857,0.378774806,0.279551337
MSA,"Kapaa, HI",Hawaii,"Kapaa, HI",8442,8406,9751,26599,511,231,376,1118,201284143,177754402,547785060,926823605,508299.5,0.06053068,0.027480371,0.038560148,0.042031655,0.45706619,0.206618962,0.336314848
MSA,"Key West, FL",Florida,"Key West, FL",1.30E+04,13044,13317,39361,10567,10839,11224,32630,3499999523,6060464063,14284960707,23845424293,551597.5,0.812846154,0.830956762,0.84283247,0.828993166,0.323843089,0.332178976,0.343977934
MSA,"Kill Devil Hills, NC",North Carolina,"Kill Devil Hills, NC",3194,3213,3486,9893,1461,1584,1891,4936,298625272,439215362,912889865,1650730499,280409,0.457420163,0.492997199,0.542455536,0.498938643,0.295988655,0.320907618,0.383103728
MSA,"Lafayette, LA",Louisiana,"Lafayette, LA",48239,46583,43273,138095,1652,1862,1316,4830,127553702,201653477,225189675,554396854,102634.5,0.034246149,0.039971663,0.030411573,0.034975922,0.342028986,0.385507246,0.272463768
MSA,"Lake Charles, LA",Louisiana,"Lake Charles, LA",15379,15109,15343,45831,603,719,836,2158,58965416,107853617,271311706,438130739,152322.5,0.039209311,0.047587531,0.054487388,0.047086033,0.279425394,0.333178869,0.387395737
MSA,"Miami, FL",Florida,"Miami, FL",640450,650559,697207,1988216,180978,148896,151573,481447,30389731118,46425588044,1.4044E+11,2.17255E+11,256939.5,0.282579436,0.228873938,0.217400284,0.242150249,0.375904305,0.309267687,0.314828008
MSA,"Mobile, AL",Alabama,"Mobile, AL",49911,49897,49619,149427,1544,1182,1718,4444,133916568,190639144,557238901,881794613,157210,0.030935064,0.023688799,0.034623834,0.029740275,0.347434743,0.265976598,0.386588659
MSA,"Morehead City, NC",North Carolina,"Morehead City, NC",13555,13843,12927,40325,3195,3308,4650,11153,401415385,731508967,2316936951,3449861303,244691,0.235706381,0.238965542,0.35971223,0.276577805,0.286470008,0.296601811,0.416928181
MSA,"Morgan City, LA",Louisiana,"Morgan City, LA",3795,3998,3632,11425,554,674,397,1625,36092429,60481229,69242788,165816446,81791,0.145981555,0.168584292,0.109306167,0.142231947,0.340923077,0.414769231,0.244307692
MSA,"Mount Vernon, WA",Washington,"Mount Vernon, WA",14246,16267,16495,47008,358,414,714,1486,87203463,134455478,453961282,675620223,366146,0.025129861,0.025450298,0.043285844,0.031611641,0.240915209,0.278600269,0.480484522
MSA,"Conway, SC",South Carolina,"Conway, SC",78889,81449,63465,223803,2563,4133,8098,14794,452364432,1167583606,4193908918,5813856956,339413,0.032488687,0.05074341,0.127597889,0.066102778,0.173245911,0.279370015,0.547384075
MSA,"Naples, FL",Florida,"Naples, FL",56141,60346,66067,182554,15516,8956,13634,38106,2833764554,3761685178,21477926663,28073376395,376892,0.276375554,0.148410831,0.206366265,0.208738236,0.407179972,0.235028604,0.357791424
MSA,"New Bern, NC",North Carolina,"New Bern, NC",13637,13409,12440,39486,1364,1138,1645,4147,125891087,185274211,544229175,855394473,163643,0.100021999,0.084868372,0.132234727,0.105024566,0.328912467,0.27441524,0.396672293
MSA,"New Haven, CT",Connecticut,"New Haven, CT",77648,77997,78756,234401,1115,1153,2193,4461,202156647,299903373,1410746136,1912806156,298374,0.014359674,0.01478262,0.027845497,0.019031489,0.249943959,0.258462228,0.491593813
MSA,"New Orleans, LA",Louisiana,"New Orleans, LA",119925,117376,118861,356162,8363,6824,8400,23587,1027611429,1252280682,2581317884,4861209995,168975,0.069735251,0.05813795,0.070670784,0.066225482,0.354559715,0.289311909,0.356128376
MSA,"New York, NY",New York,"New York, NY",1305769,1311164,1328749,3945682,54980,50302,74985,180267,21310337631,28659845778,73270969074,1.23241E+11,515779,0.042105457,0.038364385,0.05643278,0.045687159,0.30499204,0.279041644,0.415966317
MSA,"Norwich, CT",Connecticut,"Norwich, CT",25700,25587,25587,76874,204,240,608,1052,74553907,113747725,458200384,646502016,511473,0.007937743,0.009379763,0.023762067,0.013684731,0.19391635,0.228136882,0.577946768
MSA,"Oak Harbor, WA",Washington,"Oak Harbor, WA",12830,12831,12989,38650,453,536,2037,3026,110447824,206470109,1763595500,2080513433,584986.5,0.035307872,0.041773829,0.156825006,0.078292367,0.149702578,0.177131527,0.673165896
MSA,"Upper Township, NJ",New Jersey,"Upper Township, NJ",26761,26768,27331,80860,15409,15577,14771,45757,5186292733,9009558233,15072365297,29268216263,442452,0.575800605,0.581926181,0.540448575,0.565879298,0.336757217,0.340428787,0.322813996
MSA,"Olympia, WA",Washington,"Olympia, WA",20391,32115,41917,94423,7,20,357,384,1153967,4162283,213965809,219282059,499700.5,3.43E-04,6.23E-04,0.008516831,0.004066806,0.018229167,0.052083333,0.9296875
MSA,"Oxnard, CA",California,"Oxnard, CA",74241,73887,74084,222212,229,40,1389,1658,114140212,40966024,1582331133,1737437369,863896,0.003084549,5.41E-04,0.018748988,0.007461343,0.138118215,0.024125452,0.837756333
MSA,"Palatka, FL",Florida,"Palatka, FL",11932,11066,11091,34089,233,649,1291,2173,10648661,56917850,278230444,345796955,128028,0.019527321,0.058648111,0.116400685,0.063744903,0.107225035,0.298665439,0.594109526
MSA,"Palm Bay, FL",Florida,"Palm Bay, FL",72809,77658,83298,233765,5890,4854,8249,18993,890816466,1376422274,5079763331,7347002071,318951,0.080896592,0.062504829,0.099029989,0.081248262,0.310114253,0.255567841,0.434317907
MSA,"Panama City, FL",Florida,"Panama City, FL",31918,32404,29612,93934,1391,2150,3323,6864,154082233,430123985,1406591747,1990797965,237389,0.043580425,0.066349833,0.11221802,0.073072583,0.202651515,0.313228438,0.484120047
MSA,"Pensacola, FL",Florida,"Pensacola, FL",57450,57389,57386,172225,654,1636,5556,7846,87012700,386501816,2554876779,3028391295,328067.5,0.011383812,0.028507205,0.096818039,0.045556685,0.083354576,0.208513892,0.708131532
MSA,"Philadelphia, PA",Pennsylvania,"Philadelphia, PA",623467,650890,654373,1928730,7214,5112,5373,17699,801261890,738723965,1492302506,3032288361,139787,0.011570781,0.007853862,0.008210913,0.009176505,0.407593649,0.288829877,0.303576473
MSA,"Port Angeles, WA",Washington,"Port Angeles, WA",9867,9860,9859,29586,54,38,213,305,9258990,10316868,116978786,136554644,421685,0.005472788,0.003853955,0.021604625,0.01030893,0.17704918,0.124590164,0.698360656
MSA,"Port Saint Lucie, FL",Florida,"Port Saint Lucie, FL",59720,60134,65618,185472,4163,4471,5990,14624,707252536,1163853845,3566752337,5437858718,255776,0.06970864,0.074350617,0.091285928,0.078847481,0.284669037,0.305730306,0.409600656
MSA,"Portland, ME",Maine,"Portland, ME",62130,62766,65239,190135,514,852,2827,4193,95773578,277878933,2048931559,2422584070,470273,0.008272976,0.013574228,0.043332976,0.022052752,0.122585261,0.203195803,0.674218936
MSA,"Providence, RI",Rhode Island,"Providence, RI",152413,152810,152598,457821,1465,1247,3269,5981,352531078,480970730,2623151659,3456653467,428649,0.009612041,0.008160461,0.021422299,0.013064058,0.244942317,0.208493563,0.54656412
MSA,"Port Charlotte, FL",Florida,"Port Charlotte, FL",31124,30606,29880,91610,5175,4473,7451,17099,722303749,1139798393,3975390644,5837492786,259901,0.166270402,0.146147814,0.249364123,0.186649929,0.302649278,0.261594245,0.435756477
MSA,"Raymondville, TX",Texas,"Raymondville, TX",1324,1335,1249,3908,31,43,69,143,1666115,2914559,9710553,14291227,84449,0.023413897,0.032209738,0.055244195,0.036591607,0.216783217,0.300699301,0.482517483
MSA,"Roseburg, OR",Oregon,"Roseburg, OR",13564,13546,13554,40664,339,72,36,447,32440670,9979617,8859568,51279855,98886,0.024992628,0.005315222,0.002656042,0.010992524,0.758389262,0.161073826,0.080536913
MSA,"Salisbury, MD",Maryland,"Salisbury, MD",70258,71965,70075,212298,15423,13608,15681,44712,2124189507,2945962669,6635753666,11705905842,214643,0.219519485,0.18909192,0.223774527,0.210609615,0.344940955,0.304347826,0.350711218
MSA,"San Diego, CA",California,"San Diego, CA",258249,258273,264439,780961,497,538,2048,3083,388765253,456554971,3529098840,4374419064,1041771,0.001924499,0.002083067,0.007744697,0.0039477,0.161206617,0.174505352,0.664288031
MSA,"Savannah, GA",Georgia,"Savannah, GA",35197,37779,35348,108324,2468,3395,4248,10111,515687690,948367927,2408124134,3872179751,323266,0.070119612,0.08986474,0.12017653,0.093340349,0.244090594,0.335772921,0.420136485
MSA,"Seattle, WA",Washington,"Seattle, WA",363077,368533,374361,1105971,1247,605,3190,5042,401395452,294467870,4004029479,4699892801,616534.5,0.003434533,0.001641644,0.008521187,0.00455889,0.247322491,0.119992067,0.632685442
MSA,"Vero Beach, FL",Florida,"Vero Beach, FL",21570,21600,21837,65007,4060,1388,3408,8856,426265552,457516171,3193459334,4077241057,203898,0.188224386,0.064259259,0.156065394,0.136231483,0.458446251,0.156729901,0.384823848
MSA,"Shelton, WA",Washington,"Shelton, WA",9794,9631,9806,29231,82,244,1365,1691,12602011,59296953,685872056,757771020,415872,0.008372473,0.025334856,0.139200489,0.057849543,0.048492017,0.144293318,0.807214666
MSA,"Saint Marys, GA",Georgia,"Saint Marys, GA",4213,4261,4249,12723,269,344,852,1465,30450582,56000563,280014223,366465368,216360,0.063849988,0.080732222,0.200517769,0.115145799,0.183617747,0.234812287,0.581569966
MSA,"Tallahassee, FL",Florida,"Tallahassee, FL",38186,38047,37895,114128,335,463,625,1423,29963562,73555419,179734880,283253861,173673,0.008772849,0.012169159,0.016492941,0.012468456,0.235418131,0.325368939,0.43921293
MSA,"Tampa, FL",Florida,"Tampa, FL",356730,354533,342128,1053391,31054,27335,46420,104809,4376781621,7086468954,29115407009,40578657584,269367,0.087051832,0.077101426,0.135680213,0.099496768,0.296291349,0.260807755,0.442900896
MSA,"Vineland, NJ",New Jersey,"Vineland, NJ",14151,14322,13868,42341,630,463,489,1582,65910828,65822131,102145208,233878167,137778,0.044519822,0.032327887,0.035261033,0.037363312,0.398230088,0.292667509,0.309102402
MSA,"Virginia Beach, VA",Virginia,"Virginia Beach, VA",171440,172068,171716,515224,10930,11851,19962,42743,1755158097,2808980972,8897362543,13461501612,257936,0.063754083,0.068873934,0.116250087,0.082960033,0.255714386,0.277261774,0.46702384
MSA,"Washington, NC",North Carolina,"Washington, NC",1289,1069,1043,3401,255,201,190,646,18073010,26697811,55132688,99903509,116902.5,0.197827773,0.188026193,0.182166826,0.189944134,0.394736842,0.311145511,0.294117647
MSA,"Washington, DC",Virginia,"Washington, DC",553851,568607,600529,1722987,817,964,948,2729,174013566,281856025,539580703,995450294,275231,0.001475126,0.001695371,0.001578608,0.001583877,0.299377061,0.353242946,0.347379993
MSA,"Wilmington, NC",North Carolina,"Wilmington, NC",37100,40034,37475,114609,3367,3339,4781,11487,954469335,1541533975,4265841530,6761844840,383067,0.090754717,0.083404107,0.127578386,0.100227731,0.293113955,0.290676417,0.416209628
MSA,"Mechanicsville, MD",Maryland,"Mechanicsville, MD",13480,13388,13204,40072,647,679,750,2076,133207911,195035920,365044408,693288239,295539,0.047997033,0.05071706,0.056800969,0.051806748,0.311657033,0.327071291,0.361271676
MSA,"Crestview, FL",Florida,"Crestview, FL",41732,40114,41672,123518,2091,1740,2781,6612,382281561,541693119,2000275193,2924249873,311225,0.050105435,0.043376377,0.066735458,0.053530659,0.316243194,0.263157895,0.420598911
MSA,"Los Angeles, CA",California,"Los Angeles, CA",884039,885889,925680,2695608,6928,13300,14081,34309,4188145273,12304471751,21054213176,37546830200,858875,0.007836758,0.015013168,0.01521152,0.012727741,0.201929523,0.387653385,0.410417092
MSA,"Lincoln City, OR",Oregon,"Lincoln City, OR",8806,8745,8584,26135,495,211,141,847,84797137,51715846,55198014,191710997,190243,0.056211674,0.024128073,0.016425909,0.032408647,0.584415584,0.249114522,0.166469894
MSA,"Bradenton, FL",Florida,"Bradenton, FL",113737,114119,116150,344006,12212,10505,17027,39744,2967411078,4731986711,17746575097,25445972886,441224,0.107370513,0.092053032,0.14659492,0.115532869,0.307266506,0.264316626,0.428416868
MSA,"Port Lavaca, TX",Texas,"Port Lavaca, TX",2667,2716,2694,8077,76,185,294,555,9146497,28662528,102042122,139851147,183808,0.028496438,0.068114875,0.109131403,0.068713631,0.136936937,0.333333333,0.52972973
MSA,"Santa Maria, CA",California,"Santa Maria, CA",30795,30906,40837,102538,168,98,128,394,107774618,80674976,439665891,628115485,756423,0.005455431,0.003170905,0.003134412,0.003842478,0.426395939,0.248730964,0.324873096
MSA,"Honolulu, HI",Hawaii,"Honolulu, HI",87087,87035,88895,263017,15759,11788,6310,33857,5534512899,7516632479,10247130899,23298276277,501994,0.180956974,0.135439766,0.07098262,0.12872552,0.46545766,0.348170245,0.186372094
MSA,"Edgartown, MA",Massachusetts,"Edgartown, MA",4635,4737,5190,14562,95,100,367,562,47319464,92244708,901500129,1041064301,1549919.5,0.020496224,0.021110407,0.070712909,0.0385936,0.169039146,0.177935943,0.653024911
City,Absecon,New Jersey,"Egg Harbor Township, NJ",1097,1097,1097,3291,40,55,66,161,5192335,9414372,18714933,33321640,180979,0.036463081,0.050136737,0.060164084,0.048921301,0.248447205,0.341614907,0.409937888
City,Aransas Pass,Texas,"Corpus Christi, TX",1039,1039,1040,3118,88,126,111,325,7191904,15422976,39592074,62206954,125298,0.084696824,0.121270452,0.106730769,0.104233483,0.270769231,0.387692308,0.341538462
City,Bal Harbour,Florida,"Miami, FL",1107,1107,1108,3322,1064,592,652,2308,498509343,595262176,2990738412,4084509931,752792,0.961156278,0.534778681,0.588447653,0.694762191,0.461005199,0.256499133,0.282495667
City,Baltimore,Maryland,"Baltimore, MD",67130,67130,67131,201391,0,19,919,938,0,2840979,358326542,361167521,267271,0,2.83E-04,0.013689652,0.004657606,0,0.020255864,0.979744136
City,Baytown,Texas,"Houston, TX",7343,7343,7343,22029,42,29,80,151,4060799,3682895,20504836,28248530,153772,0.005719733,0.00394934,0.01089473,0.006854601,0.278145695,0.19205298,0.529801325
City,Belle Rose,Louisiana,NA,228,228,230,686,20,64,68,152,2548834,9685286,14661605,26895725,162632.5,0.087719298,0.280701754,0.295652174,0.221574344,0.131578947,0.421052632,0.447368421
City,Boca Grande,Florida,"Fort Myers, FL",560,560,560,1680,257,471,395,1123,230066119,681118550,1386989836,2298174505,1560138,0.458928571,0.841071429,0.705357143,0.668452381,0.228851291,0.419412289,0.35173642
City,Bradenton Beach,Florida,"Bradenton, FL",546,518,534,1598,545,518,534,1597,143227725,201734904,404524241,749486870,381648,0.998168498,1,1,0.999374218,0.341264872,0.324358172,0.334376957
City,Bridgeport,Connecticut,"Bridgeport, CT",7826,7826,7827,23479,367,78,140,585,29395060,12814261,51070325,93279646,105422,0.046894965,0.009966777,0.017886802,0.024915882,0.627350427,0.133333333,0.239316239
City,Brookhaven,New York,"New York, NY",393,393,393,1179,81,42,91,214,25788609,15455124,70476531,111720264,364614,0.20610687,0.106870229,0.231552163,0.181509754,0.378504673,0.196261682,0.425233645
